,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
5000,Hyundai EON Era Plus,2.56 Lakh,"38,678 kms",Petrol,Manual,2nd Owner,2016,1298 cc,5 Seats
5001,Maruti Swift Dzire ZXI AT,7.91 Lakh,"5,427 kms",Petrol,Automatic,1st Owner,2022,1197 cc,5 Seats
5002,Toyota Etios Liva G,2.35 Lakh,"67,357 kms",Petrol,Manual,1st Owner,2011,1198 cc,5 Seats
5003,Hyundai i20 Magna,2.20 Lakh,"81,951 kms",Petrol,Manual,1st Owner,2010,998 cc,5 Seats
5004,Maruti Wagon R LXI CNG,1.92 Lakh,"70,048 kms",Cng,Manual,3rd Owner,2012,1197 cc,5 Seats
5005,Mahindra Marazzo M4,7.46 Lakh,"1,17,512 kms",Diesel,Manual,1st Owner,2018,1794 cc,5 Seats
5006,Chevrolet Beat PS,1.56 Lakh,"1,13,652 kms",Petrol,Manual,3rd Owner,2013,1248 cc,5 Seats
5007,Maruti Swift Dzire VXi,1.84 Lakh,"1,41,719 kms",Petrol,Manual,3rd Owner,2010,1197 cc,5 Seats
5008,Hyundai i10 Magna,2.46 Lakh,"71,708 kms",Petrol,Manual,2nd Owner,2012,1198 cc,5 Seats
5009,Nissan Micra XV,2.75 Lakh,"45,000 kms",Petrol,Manual,1st Owner,2010,998 cc,5 Seats
5010,Maruti Wagon R VXI BS IV,2.88 Lakh,"60,252 kms",Petrol,Manual,1st Owner,2014,1995 cc,5 Seats
5011,Hyundai Xcent 1.2 Kappa S Option,4.21 Lakh,"40,687 kms",Petrol,Manual,1st Owner,2015,1248 cc,5 Seats
5012,Toyota Corolla Altis 1.8 VL AT,6.12 Lakh,"25,075 kms",Petrol,Automatic,2nd Owner,2013,1373 cc,5 Seats
5013,Maruti Vitara Brezza VDi Option,6.31 Lakh,"1,09,863 kms",Diesel,Manual,2nd Owner,2017,998 cc,5 Seats
5014,Hyundai Grand i10 1.2 Kappa Sportz BSIV,4.54 Lakh,"74,334 kms",Petrol,Manual,1st Owner,2018,796 cc,5 Seats
5015,Volkswagen Polo Petrol Trendline 1.2L,2.75 Lakh,"52,186 kms",Petrol,Manual,1st Owner,2012,1248 cc,5 Seats
5016,Maruti Alto K10 LXI,1.38 Lakh,"49,977 kms",Petrol,Manual,2nd Owner,2010,1197 cc,5 Seats
5017,BMW X3 xDrive20d,17.50 Lakh,"91,000 kms",Diesel,Automatic,2nd Owner,2012,999 cc,5 Seats
5018,Maruti Ciaz VDi Plus SHVS,5.44 Lakh,"1,24,860 kms",Diesel,Manual,1st Owner,2016,1461 cc,5 Seats
5019,Maruti Ciaz 1.4 S,6.47 Lakh,"42,681 kms",Petrol,Manual,1st Owner,2017,1086 cc,5 Seats
5020,Maruti Celerio X ZXI BSIV,4.46 Lakh,"22,532 kms",Petrol,Manual,1st Owner,2019,1086 cc,5 Seats
5021,Toyota Etios GD SP,2.73 Lakh,"2,12,367 kms",Diesel,Manual,1st Owner,2012,1799 cc,4 Seats
5022,Maruti Alto 800 LXI,2.67 Lakh,"73,505 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats
5023,Maruti Swift VDI BSIV,4.19 Lakh,"1,46,256 kms",Diesel,Manual,1st Owner,2016,1497 cc,5 Seats
5024,Hyundai i20 1.2 Magna Opt,2.93 Lakh,"33,865 kms",Petrol,Manual,1st Owner,2012,1248 cc,5 Seats
5025,Skoda Slavia 1.0 TSI Ambition AT,12.95 Lakh,"6,090 kms",Petrol,Automatic,1st Owner,2022,1197 cc,5 Seats
5026,Renault Duster 85PS Diesel RxL Optional,4.83 Lakh,"45,691 kms",Diesel,Manual,1st Owner,2014,1991 cc,6 Seats
5027,Hyundai Santro Sportz,5.07 Lakh,"12,471 kms",Petrol,Manual,1st Owner,2021,1799 cc,5 Seats
5028,Hyundai i10 Sportz 1.1L,3.29 Lakh,"56,379 kms",Petrol,Manual,2nd Owner,2015,1199 cc,5 Seats
5029,Honda Civic 1.8 S MT,2.47 Lakh,"98,446 kms",Petrol,Manual,3rd Owner,2011,1364 cc,5 Seats
5030,Maruti Swift AMT ZXI,5.86 Lakh,"55,519 kms",Petrol,Automatic,1st Owner,2018,1198 cc,5 Seats
5031,Honda City GXi,1.74 Lakh,"1,12,886 kms",Petrol,Manual,1st Owner,2008,1956 cc,5 Seats
5032,Maruti SX4 S Cross Zeta DDiS 200 SH,7.24 Lakh,"79,989 kms",Diesel,Manual,1st Owner,2018,1497 cc,5 Seats
5033,Hyundai Grand i10 AT Asta,5.25 Lakh,"46,000 kms",Petrol,Automatic,1st Owner,2016,1197 cc,5 Seats
5034,Chevrolet Cruze LTZ AT,4.50 Lakh,"84,000 kms",Diesel,Automatic,2nd Owner,2012,1086 cc,5 Seats
5035,Honda Civic 1.8 S MT,3.34 Lakh,"45,423 kms",Petrol,Manual,1st Owner,2011,1451 cc,5 Seats
5036,Tata Nexon XM S,8.84 Lakh,"4,531 kms",Petrol,Manual,1st Owner,2022,1198 cc,7 Seats
5037,Toyota Etios GD SP,3.84 Lakh,"1,65,260 kms",Diesel,Manual,1st Owner,2014,796 cc,5 Seats
5038,Datsun GO T BSIV,2.87 Lakh,"34,729 kms",Petrol,Manual,1st Owner,2017,1086 cc,5 Seats
5039,MG Hector Plus Sharp Diesel MT,15.30 Lakh,"58,493 kms",Diesel,Manual,1st Owner,2020,1248 cc,5 Seats
5040,Mahindra XUV300 W8 Option Dual Tone Diesel,8.04 Lakh,"40,536 kms",Diesel,Manual,1st Owner,2021,1197 cc,5 Seats
5041,Maruti Baleno Zeta,6.12 Lakh,"57,936 kms",Petrol,Manual,1st Owner,2020,2179 cc,5 Seats
5042,Hyundai i10 Magna 1.1L,2.06 Lakh,"83,061 kms",Petrol,Manual,3rd Owner,2012,1061 cc,5 Seats
5043,MG Hector Sharp DCT,16.15 Lakh,"31,752 kms",Petrol,Automatic,1st Owner,2019,998 cc,5 Seats
5044,Volkswagen Polo Petrol Trendline 1.2L,2.25 Lakh,"82,770 kms",Petrol,Manual,3rd Owner,2011,1197 cc,5 Seats
5045,Maruti Alto 800 LXI,1.88 Lakh,"71,596 kms",Petrol,Manual,3rd Owner,2015,1197 cc,5 Seats
5046,Hyundai Santro Sportz AMT,5.44 Lakh,"5,273 kms",Petrol,Automatic,1st Owner,2022,1086 cc,5 Seats
5047,Maruti Swift Dzire LDI,3.35 Lakh,"72,134 kms",Diesel,Manual,1st Owner,2014,814 cc,5 Seats
5048,Maruti Baleno 1.2 Zeta,5.71 Lakh,"33,835 kms",Petrol,Manual,1st Owner,2018,1248 cc,5 Seats
5049,Mahindra XUV500 W6 2WD,8.77 Lakh,"42,355 kms",Diesel,Manual,1st Owner,2017,1120 cc,5 Seats
5050,Maruti Wagon R LXI Minor,"82,642 ","1,66,155 kms",Petrol,Manual,2nd Owner,2008,1461 cc,5 Seats
5051,Maruti Celerio ZXI MT BSIV,4.61 Lakh,"5,246 kms",Petrol,Manual,1st Owner,2019,799 cc,5 Seats
5052,Maruti Swift Dzire ZXI 1.2,6.27 Lakh,"7,376 kms",Petrol,Manual,1st Owner,2018,1998 cc,5 Seats
5053,Maruti Swift VXI,4.94 Lakh,"62,195 kms",Petrol,Manual,1st Owner,2018,3598 cc,5 Seats
5054,Hyundai Santro Xing GL,1 Lakh,"84,173 kms",Petrol,Manual,3rd Owner,2008,1582 cc,5 Seats
5055,Hyundai EON Era Plus,2.69 Lakh,"56,016 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats
5056,Tata Manza Aura (ABS) Quadrajet,1.43 Lakh,"1,03,659 kms",Diesel,Manual,1st Owner,2010,1197 cc,5 Seats
5057,Hyundai Grand i10 CRDi Magna,3.85 Lakh,"73,000 kms",Diesel,Manual,2nd Owner,2014,1248 cc,5 Seats
5058,Renault Duster 85PS Diesel RxL,4.50 Lakh,"42,900 kms",Diesel,Manual,3rd Owner,2014,1199 cc,7 Seats
5059,Datsun RediGO T Option,2.50 Lakh,"84,000 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats
5060,Chevrolet Cruze LTZ,4.90 Lakh,"56,000 kms",Diesel,Manual,2nd Owner,2013,1047 cc,5 Seats
5061,Volkswagen Touareg 3.6 V6 FSI,10 Lakh,"92,000 kms",Petrol,Automatic,2nd Owner,2007,998 cc,5 Seats
5062,Hyundai Creta 1.6 CRDi AT SX Plus,9.50 Lakh,"79,000 kms",Diesel,Automatic,1st Owner,2016,1197 cc,5 Seats
5063,Maruti Baleno 1.2 Delta,5.08 Lakh,"59,407 kms",Petrol,Manual,1st Owner,2017,1498 cc,5 Seats
5064,Maruti Swift Dzire 1.2 Vxi BSIV,2.49 Lakh,"57,756 kms",Petrol,Manual,1st Owner,2010,1461 cc,5 Seats
5065,Fiat Linea Emotion Pack (Diesel),1.66 Lakh,"1,40,148 kms",Diesel,Manual,1st Owner,2010,1197 cc,5 Seats
5066,Tata Altroz XM plus,6.84 Lakh,"3,730 kms",Petrol,Manual,1st Owner,2021,998 cc,5 Seats
5067,Maruti Swift ZXI BSIV,3.64 Lakh,"98,890 kms",Petrol,Manual,2nd Owner,2015,2143 cc,5 Seats
5068,Tata Tigor 1.05 Revotorq XZ Option,4.08 Lakh,"1,34,156 kms",Diesel,Manual,1st Owner,2017,2143 cc,7 Seats
5069,Maruti Alto K10 VXI,3.09 Lakh,"49,446 kms",Petrol,Manual,1st Owner,2017,796 cc,5 Seats
5070,Maruti Swift Dzire 1.2 Lxi BSIV,1.91 Lakh,"1,46,510 kms",Petrol,Manual,3rd Owner,2011,1396 cc,5 Seats
5071,Honda Mobilio S i-DTEC,3.93 Lakh,"81,355 kms",Diesel,Manual,3rd Owner,2014,998 cc,5 Seats
5072,Renault Duster 110PS Diesel RxL,3.50 Lakh,"1,00,298 kms",Diesel,Manual,2nd Owner,2013,1462 cc,5 Seats
5073,Maruti Swift Dzire ZXI Plus,6.84 Lakh,"60,892 kms",Petrol,Manual,1st Owner,2018,2179 cc,5 Seats
5074,Maruti Alto K10 VXI,2.69 Lakh,"48,603 kms",Petrol,Manual,1st Owner,2015,1197 cc,5 Seats
5075,Mercedes-Benz GLC Progressive 220d,32.19 Lakh,"95,472 kms",Diesel,Automatic,1st Owner,2018,1197 cc,5 Seats
5076,Mercedes-Benz E-Class E250 CDI Blue Efficiency,17.75 Lakh,"63,000 kms",Diesel,Automatic,2nd Owner,2011,1197 cc,5 Seats
5077,Maruti Alto 800 LXI,3.25 Lakh,"44,000 kms",Petrol,Manual,1st Owner,2016,1172 cc,5 Seats
5078,Hyundai i20 1.4 CRDi Magna,3.90 Lakh,"60,000 kms",Diesel,Manual,2nd Owner,2012,998 cc,5 Seats
5079,Maruti Celerio LXI,2.59 Lakh,"18,674 kms",Petrol,Manual,1st Owner,2014,1498 cc,5 Seats
5080,Maruti Ciaz Alpha,9.98 Lakh,"11,689 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats
5081,Mahindra Scorpio S11 BSIV,10.61 Lakh,"55,187 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats
5082,Maruti Baleno 1.2 Zeta,5.57 Lakh,"59,089 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats
5083,Hyundai i10 Sportz 1.2,1.81 Lakh,"86,517 kms",Petrol,Manual,2nd Owner,2010,1199 cc,5 Seats
5084,Hyundai Grand i10 Sportz,3.85 Lakh,"19,079 kms",Petrol,Manual,1st Owner,2015,1197 cc,5 Seats
5085,Fiat Grande Punto 1.2 Emotion,1.76 Lakh,"50,502 kms",Petrol,Manual,2nd Owner,2010,1496 cc,5 Seats
5086,Maruti Celerio ZXI MT BSIV,4.28 Lakh,"33,173 kms",Petrol,Manual,1st Owner,2018,995 cc,5 Seats
5087,Honda Amaze S i-DTEC,4.34 Lakh,"88,227 kms",Diesel,Manual,1st Owner,2016,1497 cc,7 Seats
5088,Hyundai i20 Magna Optional 1.2,3.14 Lakh,"73,914 kms",Petrol,Manual,2nd Owner,2013,1197 cc,7 Seats
5089,Hyundai i20 Sportz Plus BSIV,6.45 Lakh,"85,906 kms",Petrol,Manual,1st Owner,2019,793 cc,5 Seats
5090,Hyundai i20 Sportz Petrol,2.40 Lakh,"82,818 kms",Petrol,Manual,2nd Owner,2010,1197 cc,5 Seats
5091,Honda Amaze V CVT Petrol BSIV,7.21 Lakh,"13,102 kms",Petrol,Automatic,1st Owner,2018,1197 cc,5 Seats
5092,Maruti Swift VXI,6.17 Lakh,"18,008 kms",Petrol,Manual,1st Owner,2022,2179 cc,5 Seats
5093,Ford Ecosport 1.5 Petrol Ambiente,7.42 Lakh,"12,011 kms",Petrol,Manual,1st Owner,2020,2179 cc,5 Seats
5094,Chevrolet Spark 1.0 PS,"73,582 ","89,133 kms",Petrol,Manual,1st Owner,2009,1497 cc,5 Seats
5095,Honda City i VTEC CVT VX,6.98 Lakh,"57,445 kms",Petrol,Automatic,1st Owner,2015,1197 cc,7 Seats
5096,Hyundai i20 Magna,2.76 Lakh,"1,27,936 kms",Petrol,Manual,1st Owner,2013,1197 cc,5 Seats
5097,Maruti Celerio VDi,3.01 Lakh,"77,262 kms",Diesel,Manual,1st Owner,2015,1199 cc,5 Seats
5098,Hyundai i20 1.2 Asta,5.92 Lakh,"52,401 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
5099,Maruti Swift VXI,5.48 Lakh,"44,071 kms",Petrol,Manual,1st Owner,2020,1197 cc,5 Seats
5100,Mahindra XUV500 W8 2WD,5.96 Lakh,"1,53,231 kms",Diesel,Manual,1st Owner,2014,1462 cc,5 Seats
5101,Mahindra XUV500 W6 2WD,6.22 Lakh,"1,32,131 kms",Diesel,Manual,1st Owner,2015,1999 cc,7 Seats
5102,Honda City V MT,4.17 Lakh,"70,132 kms",Petrol,Manual,2nd Owner,2012,1248 cc,5 Seats
5103,Hyundai Grand i10 1.2 Kappa Sportz Option,4.89 Lakh,"15,321 kms",Petrol,Manual,1st Owner,2017,1591 cc,5 Seats
5104,Maruti Ritz LXI,1.79 Lakh,"74,727 kms",Petrol,Manual,1st Owner,2009,1498 cc,5 Seats
5105,Tata Punch Creative DT,7.87 Lakh,"19,959 kms",Petrol,Manual,1st Owner,2021,1794 cc,5 Seats
5106,Hyundai i10 Sportz,2.44 Lakh,"50,596 kms",Petrol,Manual,1st Owner,2011,2179 cc,5 Seats
5107,Maruti Baleno 1.2 Zeta,5.12 Lakh,"56,982 kms",Petrol,Manual,1st Owner,2016,1248 cc,5 Seats
5108,Maruti Ertiga LXI,5.92 Lakh,"52,932 kms",Petrol,Manual,1st Owner,2019,998 cc,5 Seats
5109,Mahindra XUV700 AX3 AT,14.76 Lakh,"8,655 kms",Petrol,Automatic,1st Owner,2021,1896 cc,5 Seats
5110,Maruti Ritz VDi,2.04 Lakh,"1,27,763 kms",Diesel,Manual,1st Owner,2011,1461 cc,5 Seats
5111,Hyundai Verna VTVT 1.6 SX,8.58 Lakh,"20,033 kms",Petrol,Manual,2nd Owner,2019,1598 cc,5 Seats
5112,Volkswagen Polo 1.5 TDI Highline,4.46 Lakh,"1,24,908 kms",Diesel,Manual,1st Owner,2016,1248 cc,5 Seats
5113,Toyota Corolla H2,2.15 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2005,1298 cc,5 Seats
5114,Mahindra XUV500 W10 2WD,9.17 Lakh,"1,40,556 kms",Diesel,Manual,1st Owner,2017,1497 cc,5 Seats
5115,Tata Bolt Quadrajet XE,2.74 Lakh,"1,84,618 kms",Diesel,Manual,2nd Owner,2016,998 cc,5 Seats
5116,Maruti Alto K10 VXI,2.42 Lakh,"73,600 kms",Petrol,Manual,1st Owner,2014,1956 cc,5 Seats
5117,Volkswagen Jetta 1.9 Highline TDI,3.25 Lakh,"89,000 kms",Diesel,Automatic,2nd Owner,2009,1248 cc,5 Seats
5118,Renault Duster 85PS Diesel RxL,4 Lakh,"57,000 kms",Diesel,Manual,4th Owner,2012,796 cc,5 Seats
5119,Skoda Rapid 1.6 TDI Elegance,4.11 Lakh,"65,000 kms",Diesel,Manual,2nd Owner,2011,1462 cc,5 Seats
5120,Maruti Swift LDI,3.90 Lakh,"67,000 kms",Diesel,Manual,1st Owner,2012,999 cc,5 Seats
5121,Maruti Swift 1.3 VXi,1.52 Lakh,"59,458 kms",Petrol,Manual,3rd Owner,2009,1197 cc,5 Seats
5122,Mahindra XUV300 W8 Option Diesel,9.68 Lakh,"67,534 kms",Diesel,Manual,1st Owner,2021,1197 cc,5 Seats
5123,Maruti Wagon R VXI BS IV,1.93 Lakh,"37,204 kms",Petrol,Manual,1st Owner,2011,1197 cc,5 Seats
5124,Jeep Compass 2.0 Longitude Option BSIV,9.27 Lakh,"1,19,444 kms",Diesel,Manual,1st Owner,2017,1197 cc,6 Seats
5125,Maruti Ciaz 1.3 Delta,6.72 Lakh,"25,541 kms",Diesel,Manual,1st Owner,2017,995 cc,5 Seats
5126,Maruti Alto 800 LXI,2.75 Lakh,"22,999 kms",Petrol,Manual,1st Owner,2017,1199 cc,5 Seats
5127,Maruti Ciaz Alpha BSIV,8.34 Lakh,"57,270 kms",Petrol,Manual,1st Owner,2019,1199 cc,7 Seats
5128,Volkswagen Polo 1.0 MPI Trendline,5.59 Lakh,"29,797 kms",Petrol,Manual,1st Owner,2020,1198 cc,5 Seats
5129,Volkswagen Vento 1.2 TSI Highline AT,4.57 Lakh,"92,028 kms",Petrol,Automatic,2nd Owner,2015,1198 cc,5 Seats
5130,Hyundai i20 1.2 Sportz,3.08 Lakh,"36,550 kms",Petrol,Manual,1st Owner,2012,1086 cc,5 Seats
5131,Hyundai Grand i10 Sportz Celebration Edition,4.25 Lakh,"46,407 kms",Petrol,Manual,1st Owner,2016,1248 cc,5 Seats
5132,Maruti Baleno Zeta CVT,8.32 Lakh,"9,598 kms",Petrol,Automatic,1st Owner,2021,1198 cc,5 Seats
5133,Chevrolet Spark 1.0 LT,1.16 Lakh,"48,616 kms",Petrol,Manual,1st Owner,2010,1373 cc,5 Seats
5134,Honda Amaze VX Petrol BSIV,4.65 Lakh,"1,16,560 kms",Petrol,Manual,1st Owner,2019,1198 cc,5 Seats
5135,Honda Jazz 1.2 V i VTEC,5.14 Lakh,"49,625 kms",Petrol,Manual,1st Owner,2016,995 cc,5 Seats
5136,Nissan Micra XV CVT,3.38 Lakh,"56,409 kms",Petrol,Automatic,1st Owner,2014,1199 cc,5 Seats
5137,Mahindra KUV 100 mFALCON D75 K4,2.60 Lakh,"1,28,847 kms",Diesel,Manual,1st Owner,2016,1198 cc,7 Seats
5138,Hyundai i10 Era,1.39 Lakh,"2,12,598 kms",Petrol,Manual,4th Owner,2010,1462 cc,5 Seats
5139,Maruti Ciaz ZDi Plus,5.14 Lakh,"80,444 kms",Diesel,Manual,2nd Owner,2015,1497 cc,5 Seats
5140,Datsun GO Plus T BSIV,3.21 Lakh,"30,848 kms",Petrol,Manual,1st Owner,2017,814 cc,5 Seats
5141,Maruti Ciaz 1.4 Delta,5.69 Lakh,"1,54,027 kms",Petrol,Manual,2nd Owner,2017,995 cc,5 Seats
5142,Honda Amaze S i-VTEC,3.58 Lakh,"71,834 kms",Petrol,Manual,1st Owner,2016,1373 cc,5 Seats
5143,Chevrolet Spark 1.0 LS,1.10 Lakh,"74,829 kms",Petrol,Manual,1st Owner,2011,1197 cc,5 Seats
5144,Volkswagen Polo 1.2 MPI Comfortline,3.67 Lakh,"1,75,705 kms",Petrol,Manual,1st Owner,2017,799 cc,5 Seats
5145,Honda Brio S MT,2.55 Lakh,"38,219 kms",Petrol,Manual,1st Owner,2012,1497 cc,6 Seats
5146,Maruti Ciaz Sigma BSIV,6.52 Lakh,"49,391 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
5147,Honda City 1.5 V MT,3.05 Lakh,"1,67,457 kms",Petrol,Manual,2nd Owner,2010,1248 cc,5 Seats
5148,Hyundai EON D Lite Plus,1.85 Lakh,"50,915 kms",Petrol,Manual,1st Owner,2012,1198 cc,5 Seats
5149,Chevrolet Spark 1.0 LS LPG,"59,736 ","1,92,340 kms",Lpg,Manual,2nd Owner,2010,1390 cc,5 Seats
5150,Maruti Ertiga VXI CNG,7.05 Lakh,"77,778 kms",Cng,Manual,1st Owner,2018,1462 cc,5 Seats
5151,Maruti Baleno 1.2 Delta,5.08 Lakh,"30,435 kms",Petrol,Manual,1st Owner,2017,1248 cc,5 Seats
5152,Renault KWID RXT,2.76 Lakh,"80,478 kms",Petrol,Manual,1st Owner,2018,814 cc,5 Seats
5153,Mahindra XUV300 W6 AMT Diesel BSIV,7.91 Lakh,"62,805 kms",Diesel,Automatic,1st Owner,2020,1197 cc,5 Seats
5154,Hyundai Grand i10 Nios Sportz,6.51 Lakh,"8,683 kms",Petrol,Manual,1st Owner,2021,1196 cc,5 Seats
5155,Maruti Ciaz Delta Diesel,6.96 Lakh,"50,251 kms",Diesel,Manual,1st Owner,2019,1956 cc,5 Seats
5156,Datsun GO T BSIV,2.37 Lakh,"32,635 kms",Petrol,Manual,1st Owner,2015,1086 cc,5 Seats
5157,Volkswagen Jetta 1.4 TSI Comfortline,4.97 Lakh,"53,003 kms",Petrol,Manual,1st Owner,2012,796 cc,5 Seats
5158,Maruti XL6 Zeta,7.44 Lakh,"1,13,006 kms",Petrol,Manual,1st Owner,2019,1461 cc,5 Seats
5159,Maruti Swift Dzire Tour 1.3 S Diesel,5.43 Lakh,"69,036 kms",Diesel,Manual,1st Owner,2018,999 cc,5 Seats
5160,Hyundai EON Era Plus,1.92 Lakh,"61,235 kms",Petrol,Manual,1st Owner,2012,998 cc,5 Seats
5161,Hyundai i20 1.2 Spotz,5.47 Lakh,"29,946 kms",Petrol,Manual,1st Owner,2017,2609 cc,7 Seats
5162,Maruti Eeco 5 Seater AC 2020-2022,4.78 Lakh,"21,330 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats
5163,Tata Harrier XZA Plus Dark Edition AT 2020-2022,18.14 Lakh,"42,418 kms",Diesel,Automatic,1st Owner,2020,1198 cc,5 Seats
5164,Hyundai i10 Era,2.30 Lakh,"90,605 kms",Petrol,Manual,1st Owner,2013,1586 cc,5 Seats
5165,Maruti Alto Green LXi (CNG),1.34 Lakh,"1,27,866 kms",Cng,Manual,1st Owner,2010,1498 cc,5 Seats
5166,Renault Duster 110PS Diesel RxZ,2.68 Lakh,"1,77,697 kms",Diesel,Manual,2nd Owner,2012,1198 cc,5 Seats
5167,Volkswagen Ameo 1.0 MPI Highline Plus,5.68 Lakh,"13,278 kms",Petrol,Manual,1st Owner,2018,2179 cc,5 Seats
5168,Maruti S-Presso VXI Plus AT 2019-2022,4.94 Lakh,"4,343 kms",Petrol,Automatic,1st Owner,2021,1497 cc,5 Seats
5169,Mahindra Scorpio LX 2.6 Turbo 9 Str,2.23 Lakh,"1,23,804 kms",Diesel,Manual,3rd Owner,2009,1405 cc,7 Seats
5170,Hyundai Xcent 1.2 VTVT S,5.15 Lakh,"22,939 kms",Petrol,Manual,1st Owner,2018,998 cc,5 Seats
5171,Honda Amaze S i-Vtech,4.54 Lakh,"22,055 kms",Petrol,Manual,1st Owner,2016,799 cc,5 Seats
5172,Maruti SX4 Vxi BSIV,1.98 Lakh,"62,843 kms",Petrol,Manual,1st Owner,2010,1197 cc,7 Seats
5173,MG Astor Style,9.77 Lakh,"4,783 kms",Petrol,Manual,1st Owner,2022,1995 cc,7 Seats
5174,Tata Nexon 1.2 Revotron XZA Plus,7.94 Lakh,"54,441 kms",Petrol,Automatic,2nd Owner,2019,1364 cc,5 Seats
5175,Tata Hexa XTA,10.08 Lakh,"1,22,735 kms",Diesel,Automatic,1st Owner,2017,2179 cc,5 Seats
5176,Honda City Corporate Edition,4.07 Lakh,"48,096 kms",Petrol,Manual,2nd Owner,2012,1599 cc,5 Seats
5177,Tata Indica TDI LS,"95,633 ","1,30,265 kms",Diesel,Manual,2nd Owner,2013,1197 cc,5 Seats
5178,Maruti Celerio ZXI AT,3.86 Lakh,"46,005 kms",Petrol,Automatic,1st Owner,2016,2179 cc,5 Seats
5179,Datsun RediGO T Option,2.19 Lakh,"62,876 kms",Petrol,Manual,1st Owner,2017,1248 cc,5 Seats
5180,Hyundai Xcent 1.2 Kappa SX Option,4.33 Lakh,"21,712 kms",Petrol,Manual,1st Owner,2014,998 cc,5 Seats
5181,BMW 5 Series 520d Luxury Line,19.71 Lakh,"55,525 kms",Diesel,Automatic,1st Owner,2014,1086 cc,5 Seats
5182,Toyota Etios Liva GD,2.92 Lakh,"1,54,913 kms",Diesel,Manual,1st Owner,2013,998 cc,5 Seats
5183,Mahindra XUV500 W6 2WD,6.22 Lakh,"75,269 kms",Diesel,Manual,1st Owner,2014,998 cc,5 Seats
5184,Hyundai Verna XXi (Petrol),1.12 Lakh,"1,58,267 kms",Petrol,Manual,2nd Owner,2008,1197 cc,5 Seats
5185,Hyundai i20 Magna Plus,6.09 Lakh,"12,355 kms",Petrol,Manual,1st Owner,2020,998 cc,5 Seats
5186,Mahindra XUV500 W8 2WD,4.47 Lakh,"81,631 kms",Diesel,Manual,3rd Owner,2012,1298 cc,5 Seats
5187,Maruti Ertiga SHVS VDI,6.91 Lakh,"88,972 kms",Diesel,Manual,2nd Owner,2017,1591 cc,5 Seats
5188,Maruti Wagon R LXI BS IV,1.89 Lakh,"90,509 kms",Petrol,Manual,1st Owner,2011,998 cc,5 Seats
5189,Hyundai Santro Xing GLS LPG,1.32 Lakh,"76,154 kms",Lpg,Manual,2nd Owner,2008,1197 cc,5 Seats
5190,Maruti Alto K10 VXI,3.09 Lakh,"34,851 kms",Petrol,Manual,2nd Owner,2017,998 cc,5 Seats
5191,Maruti A-Star Vxi,1.80 Lakh,"35,354 kms",Petrol,Manual,1st Owner,2010,1086 cc,5 Seats
5192,Hyundai i10 Magna,2.14 Lakh,"55,226 kms",Petrol,Manual,2nd Owner,2011,1353 cc,5 Seats
5193,Maruti Wagon R LXI BS IV,2.11 Lakh,"83,436 kms",Petrol,Manual,2nd Owner,2012,1582 cc,5 Seats
5194,Maruti Swift 1.3 VXi,1.42 Lakh,"1,93,593 kms",Petrol,Manual,1st Owner,2009,1896 cc,5 Seats
5195,Hyundai Creta 1.6 VTVT SX Plus,7.99 Lakh,"1,28,782 kms",Petrol,Manual,1st Owner,2017,1461 cc,5 Seats
5196,Maruti Celerio VXI Optional,3.33 Lakh,"63,636 kms",Petrol,Manual,2nd Owner,2017,1396 cc,5 Seats
5197,Maruti Swift Dzire ZXI,3.69 Lakh,"79,052 kms",Petrol,Manual,3rd Owner,2014,1498 cc,5 Seats
5198,Maruti Zen Estilo LXI BSIII,3 Lakh,"76,800 kms",Petrol,Manual,1st Owner,2011,1591 cc,5 Seats
5199,Hyundai i10 Era,5 Lakh,"58,478 kms",Petrol,Manual,1st Owner,2013,1591 cc,5 Seats
5200,Kia Seltos GTX Plus DCT,14.98 Lakh,"19,667 kms",Petrol,Automatic,1st Owner,2019,799 cc,5 Seats
5201,Hyundai Verna 1.6 SX CRDI (O) AT,4.69 Lakh,"75,386 kms",Diesel,Automatic,3rd Owner,2014,1199 cc,5 Seats
5202,Volkswagen Jetta 1.9 Highline TDI,5.51 Lakh,"85,000 kms",Diesel,Automatic,2nd Owner,2010,814 cc,5 Seats
5203,Renault Duster 85PS Diesel RxZ,8.52 Lakh,"28,137 kms",Diesel,Manual,1st Owner,2018,1248 cc,5 Seats
5204,Tata Indigo LS BSIV,1.36 Lakh,"3,55,444 kms",Diesel,Manual,2nd Owner,2011,998 cc,5 Seats
5205,Ford Ecosport 1.5 DV5 MT Titanium,4.45 Lakh,"82,347 kms",Diesel,Manual,2nd Owner,2014,1197 cc,5 Seats
